timestamp,nivel_log,transaction_id,direction,operation,status_code,latency_ms,user_id,ip_address,modulo
2025-05-13 08:00:21,INFO,txn-0015,response,consignar,200,242,user32,91.135.65.36,mobile
2025-05-13 08:00:21,INFO,txn-0016,request,transferir,200,,user82,207.24.6.89,mobile
2025-05-13 08:00:22,INFO,txn-0016,response,transferir,200,143,user82,207.24.6.89,mobile
2025-05-13 08:00:22,INFO,txn-0017,request,consignar,200,,user84,215.137.98.25,web
2025-05-13 08:00:23,INFO,txn-0017,response,consignar,200,186,user84,215.137.98.25,web
2025-05-13 08:00:23,INFO,txn-0018,request,consignar,200,,user76,80.28.145.241,mobile
2025-05-13 08:00:24,INFO,txn-0018,response,consignar,200,149,user76,80.28.145.241,mobile
2025-05-13 08:00:24,INFO,txn-0019,request,transferir,200,,user55,81.135.177.30,api
2025-05-13 08:00:25,INFO,txn-0019,response,transferir,200,169,user55,81.135.177.30,api
2025-05-13 08:00:25,INFO,txn-0020,request,consignar,200,,user76,145.219.114.139,mobile
2025-05-13 08:00:26,INFO,txn-0020,response,consignar,200,62,user76,145.219.114.139,mobile
2025-05-13 08:00:26,INFO,txn-0021,request,transferir,200,,user45,62.241.212.87,api
2025-05-13 08:00:27,INFO,txn-0021,response,transferir,200,292,user45,62.241.212.87,api
2025-05-13 08:00:27,INFO,txn-0022,request,consignar,200,,user38,166.239.161.193,mobile
2025-05-13 08:00:28,INFO,txn-0022,response,consignar,200,285,user38,166.239.161.193,mobile
2025-05-13 08:00:28,INFO,txn-0023,request,consignar,200,,user49,140.14.195.73,api
2025-05-13 08:00:29,INFO,txn-0023,response,consignar,200,125,user49,140.14.195.73,api
2025-05-13 08:00:29,INFO,txn-0024,request,consignar,200,,user54,114.40.240.45,mobile
2025-05-13 08:00:30,INFO,txn-0024,response,consignar,200,138,user54,114.40.240.45,mobile
2025-05-13 08:00:30,INFO,txn-0025,request,consignar,200,,user95,4.228.215.26,api
2025-05-13 08:00:31,INFO,txn-0025,response,consignar,200,250,user95,4.228.215.26,api
2025-05-13 08:00:33,INFO,txn-0028,request,retirar,200,,user16,162.42.153.53,mobile
2025-05-13 08:00:34,INFO,txn-0028,response,retirar,200,289,user16,162.42.153.53,mobile
2025-05-13 08:00:34,INFO,txn-0029,request,transferir,200,,user13,184.238.242.185,api
2025-05-13 08:00:35,INFO,txn-0029,response,transferir,200,89,user13,184.238.242.185,api
2025-05-13 08:00:35,INFO,txn-0030,request,consignar,200,,user4,153.109.4.195,api
2025-05-13 08:00:36,INFO,txn-0030,response,consignar,200,194,user4,153.109.4.195,api
2025-05-13 08:00:36,INFO,txn-0031,request,transferir,200,,user33,66.174.121.142,api
2025-05-13 08:00:37,INFO,txn-0031,response,transferir,200,283,user33,66.174.121.142,api
2025-05-13 08:00:37,INFO,txn-0032,request,retirar,200,,user55,72.167.213.216,mobile
2025-05-13 08:00:38,INFO,txn-0032,response,retirar,200,130,user55,72.167.213.216,mobile
2025-05-13 08:00:38,INFO,txn-0033,request,consignar,200,,user76,203.151.251.195,mobile
2025-05-13 08:00:39,INFO,txn-0033,response,consignar,200,126,user76,203.151.251.195,mobile
2025-05-13 08:00:39,INFO,txn-0034,request,transferir,200,,user40,211.214.206.147,mobile
2025-05-13 08:00:40,INFO,txn-0034,response,transferir,200,71,user40,211.214.206.147,mobile
2025-05-13 08:00:40,INFO,txn-0035,request,transferir,200,,user87,22.18.71.122,api
2025-05-13 08:00:41,INFO,txn-0035,response,transferir,200,264,user87,22.18.71.122,api
2025-05-13 08:00:41,INFO,txn-0036,request,transferir,200,,user20,66.255.156.21,api
2025-05-13 08:00:42,INFO,txn-0036,response,transferir,200,174,user20,66.255.156.21,api
2025-05-13 08:00:42,INFO,txn-0037,request,retirar,200,,user31,103.88.108.136,api
2025-05-13 08:00:43,INFO,txn-0037,response,retirar,200,118,user31,103.88.108.136,api
2025-05-13 08:00:43,INFO,txn-0038,request,retirar,200,,user43,152.36.123.38,mobile
2025-05-13 08:00:44,INFO,txn-0038,response,retirar,200,67,user43,152.36.123.38,mobile
2025-05-13 08:00:44,INFO,txn-0039,request,retirar,200,,user32,91.50.145.193,api
2025-05-13 08:00:45,INFO,txn-0039,response,retirar,200,188,user32,91.50.145.193,api
2025-05-13 08:00:45,ERROR,txn-0040,request,transferir,500,,user16,53.130.234.174,api
2025-05-13 08:00:46,INFO,txn-0041,request,transferir,200,,user79,94.84.41.102,web
2025-05-13 08:00:47,INFO,txn-0041,response,transferir,200,90,user79,94.84.41.102,web
2025-05-13 08:00:47,INFO,txn-0042,request,retirar,200,,user43,74.24.110.60,api
2025-05-13 08:00:48,INFO,txn-0042,response,retirar,200,297,user43,74.24.110.60,api
2025-05-13 08:00:48,INFO,txn-0043,request,retirar,200,,user44,9.35.215.143,web
2025-05-13 08:00:49,INFO,txn-0043,response,retirar,200,55,user44,9.35.215.143,web
2025-05-13 08:00:49,INFO,txn-0044,request,consignar,200,,user45,219.151.212.140,api
2025-05-13 08:00:50,INFO,txn-0044,response,consignar,200,160,user45,219.151.212.140,api
2025-05-13 08:00:50,INFO,txn-0045,request,consignar,200,,user97,156.108.234.86,mobile
2025-05-13 08:00:51,INFO,txn-0045,response,consignar,200,299,user97,156.108.234.86,mobile
2025-05-13 08:00:51,INFO,txn-0046,request,transferir,200,,user21,139.152.176.106,web
2025-05-13 08:00:52,INFO,txn-0046,response,transferir,200,140,user21,139.152.176.106,web
2025-05-13 08:00:52,INFO,txn-0047,request,transferir,200,,user94,52.58.255.57,mobile
2025-05-13 08:00:53,INFO,txn-0047,response,transferir,200,156,user94,52.58.255.57,mobile
2025-05-13 08:00:53,INFO,txn-0048,request,transferir,200,,user93,4.148.252.116,mobile
2025-05-13 08:00:54,INFO,txn-0048,response,transferir,200,177,user93,4.148.252.116,mobile
2025-05-13 08:00:54,INFO,txn-0049,request,transferir,200,,user16,178.38.233.75,mobile
2025-05-13 08:00:55,INFO,txn-0049,response,transferir,200,148,user16,178.38.233.75,mobile
2025-05-13 08:00:55,INFO,txn-0050,request,transferir,200,,user64,2.197.202.104,mobile
2025-05-13 08:00:56,INFO,txn-0050,response,transferir,200,77,user64,2.197.202.104,mobile
2025-05-13 08:00:56,INFO,txn-0051,request,consignar,200,,user43,71.176.37.155,api
2025-05-13 08:00:57,INFO,txn-0051,response,consignar,200,88,user43,71.176.37.155,api
2025-05-13 08:00:57,INFO,txn-0052,request,consignar,200,,user71,58.6.82.39,web
2025-05-13 08:00:58,INFO,txn-0052,response,consignar,200,113,user71,58.6.82.39,web
2025-05-13 08:00:58,INFO,txn-0053,request,transferir,200,,user44,100.156.99.244,mobile
2025-05-13 08:00:59,INFO,txn-0053,response,transferir,200,161,user44,100.156.99.244,mobile
2025-05-13 08:00:59,INFO,txn-0054,request,transferir,200,,user88,148.31.147.37,mobile
2025-05-13 08:01:00,INFO,txn-0054,response,transferir,200,274,user88,148.31.147.37,mobile
2025-05-13 08:01:00,INFO,txn-0055,request,consignar,200,,user15,52.77.24.127,mobile
2025-05-13 08:01:01,INFO,txn-0055,response,consignar,200,241,user15,52.77.24.127,mobile
2025-05-13 08:01:01,INFO,txn-0056,request,retirar,200,,user48,174.56.74.55,api
2025-05-13 08:01:02,INFO,txn-0056,response,retirar,200,262,user48,174.56.74.55,api
2025-05-13 08:01:03,INFO,txn-0058,request,consignar,200,,user71,158.237.114.185,mobile
2025-05-13 08:01:04,INFO,txn-0058,response,consignar,200,121,user71,158.237.114.185,mobile
2025-05-13 08:01:04,INFO,txn-0059,request,transferir,200,,user35,198.194.249.43,web
2025-05-13 08:01:05,INFO,txn-0059,response,transferir,200,162,user35,198.194.249.43,web
2025-05-13 08:01:05,INFO,txn-0060,request,retirar,200,,user65,101.106.135.214,web
2025-05-13 08:01:06,INFO,txn-0060,response,retirar,200,213,user65,101.106.135.214,web
2025-05-13 08:01:06,ERROR,txn-0061,request,retirar,500,,user49,105.12.75.241,mobile
2025-05-13 08:01:07,INFO,txn-0062,request,consignar,200,,user57,39.161.142.37,mobile
2025-05-13 08:01:08,INFO,txn-0062,response,consignar,200,250,user57,39.161.142.37,mobile
2025-05-13 08:01:08,INFO,txn-0063,request,transferir,200,,user31,153.203.124.111,web
2025-05-13 08:01:09,INFO,txn-0063,response,transferir,200,65,user31,153.203.124.111,web
2025-05-13 08:01:09,INFO,txn-0064,request,retirar,200,,user91,66.209.77.6,api
2025-05-13 08:01:10,INFO,txn-0064,response,retirar,200,247,user91,66.209.77.6,api
2025-05-13 08:01:11,INFO,txn-0066,request,transferir,200,,user100,130.168.77.190,api
2025-05-13 08:01:12,INFO,txn-0066,response,transferir,200,214,user100,130.168.77.190,api
2025-05-13 08:01:12,INFO,txn-0067,request,transferir,200,,user42,211.63.248.127,web
2025-05-13 08:01:13,INFO,txn-0067,response,transferir,200,138,user42,211.63.248.127,web
2025-05-13 08:01:13,INFO,txn-0068,request,consignar,200,,user62,47.49.92.3,api
2025-05-13 08:01:14,INFO,txn-0068,response,consignar,200,260,user62,47.49.92.3,api
2025-05-13 08:01:14,INFO,txn-0069,request,consignar,200,,user42,171.190.154.242,api
2025-05-13 08:01:15,INFO,txn-0069,response,consignar,200,273,user42,171.190.154.242,api
2025-05-13 08:01:15,INFO,txn-0070,request,consignar,200,,user19,190.3.190.7,mobile
2025-05-13 08:01:16,INFO,txn-0070,response,consignar,200,144,user19,190.3.190.7,mobile
2025-05-13 08:01:16,INFO,txn-0071,request,retirar,200,,user78,184.80.98.128,api
2025-05-13 08:01:17,INFO,txn-0071,response,retirar,200,52,user78,184.80.98.128,api
2025-05-13 08:01:17,INFO,txn-0072,request,consignar,200,,user35,38.154.114.58,api
2025-05-13 08:01:18,INFO,txn-0072,response,consignar,200,246,user35,38.154.114.58,api
2025-05-13 08:01:18,INFO,txn-0073,request,retirar,200,,user56,62.182.144.153,web
2025-05-13 08:01:19,INFO,txn-0073,response,retirar,200,132,user56,62.182.144.153,web
2025-05-13 08:01:20,INFO,txn-0075,request,consignar,200,,user6,36.117.249.250,web
2025-05-13 08:01:21,INFO,txn-0075,response,consignar,200,180,user6,36.117.249.250,web
2025-05-13 08:01:21,INFO,txn-0076,request,consignar,200,,user9,205.25.115.192,web
2025-05-13 08:01:22,INFO,txn-0076,response,consignar,200,276,user9,205.25.115.192,web
2025-05-13 08:01:22,INFO,txn-0077,request,transferir,200,,user24,75.251.212.232,api
2025-05-13 08:01:23,INFO,txn-0077,response,transferir,200,217,user24,75.251.212.232,api
2025-05-13 08:01:23,INFO,txn-0078,request,transferir,200,,user6,90.196.43.202,web
2025-05-13 08:01:24,INFO,txn-0078,response,transferir,200,232,user6,90.196.43.202,web
2025-05-13 08:01:24,INFO,txn-0079,request,retirar,200,,user30,192.133.159.178,api
2025-05-13 08:01:25,INFO,txn-0079,response,retirar,200,147,user30,192.133.159.178,api
2025-05-13 08:01:25,INFO,txn-0080,request,retirar,200,,user15,186.100.168.201,mobile
2025-05-13 08:01:26,INFO,txn-0080,response,retirar,200,221,user15,186.100.168.201,mobile
2025-05-13 08:01:26,INFO,txn-0081,request,retirar,200,,user67,124.26.132.216,web
2025-05-13 08:01:27,INFO,txn-0081,response,retirar,200,145,user67,124.26.132.216,web
2025-05-13 08:01:27,INFO,txn-0082,request,consignar,200,,user52,162.74.104.90,web
2025-05-13 08:01:28,INFO,txn-0082,response,consignar,200,167,user52,162.74.104.90,web
2025-05-13 08:01:29,INFO,txn-0084,request,consignar,200,,user61,22.48.224.5,mobile
2025-05-13 08:01:30,INFO,txn-0084,response,consignar,200,286,user61,22.48.224.5,mobile
2025-05-13 08:01:30,INFO,txn-0085,request,transferir,200,,user75,42.244.56.5,api
2025-05-13 08:01:31,INFO,txn-0085,response,transferir,200,271,user75,42.244.56.5,api
2025-05-13 08:01:31,INFO,txn-0086,request,consignar,200,,user41,27.246.169.159,api
2025-05-13 08:01:32,INFO,txn-0086,response,consignar,200,106,user41,27.246.169.159,api
2025-05-13 08:01:32,INFO,txn-0087,request,transferir,200,,user73,140.177.152.241,api
2025-05-13 08:01:33,INFO,txn-0087,response,transferir,200,246,user73,140.177.152.241,api
2025-05-13 08:01:33,INFO,txn-0088,request,retirar,200,,user11,195.4.145.226,mobile
2025-05-13 08:01:34,INFO,txn-0088,response,retirar,200,171,user11,195.4.145.226,mobile
2025-05-13 08:01:34,INFO,txn-0089,request,consignar,200,,user79,10.241.131.215,mobile
2025-05-13 08:01:35,INFO,txn-0089,response,consignar,200,183,user79,10.241.131.215,mobile
2025-05-13 08:01:35,INFO,txn-0090,request,retirar,200,,user21,48.92.48.115,api
2025-05-13 08:01:36,INFO,txn-0090,response,retirar,200,248,user21,48.92.48.115,api
2025-05-13 08:01:36,INFO,txn-0091,request,transferir,200,,user61,145.50.29.8,mobile
2025-05-13 08:01:37,INFO,txn-0091,response,transferir,200,138,user61,145.50.29.8,mobile
2025-05-13 08:01:37,INFO,txn-0092,request,consignar,200,,user13,101.213.242.239,api
2025-05-13 08:01:38,INFO,txn-0092,response,consignar,200,225,user13,101.213.242.239,api
2025-05-13 08:01:38,INFO,txn-0093,request,retirar,200,,user50,97.203.56.234,mobile
2025-05-13 08:01:39,INFO,txn-0093,response,retirar,200,93,user50,97.203.56.234,mobile
2025-05-13 08:01:39,INFO,txn-0094,request,transferir,200,,user91,130.192.33.167,web
2025-05-13 08:01:40,INFO,txn-0094,response,transferir,200,154,user91,130.192.33.167,web
2025-05-13 08:01:40,INFO,txn-0095,request,retirar,200,,user82,19.169.239.127,web
2025-05-13 08:01:41,INFO,txn-0095,response,retirar,200,220,user82,19.169.239.127,web
2025-05-13 08:01:41,INFO,txn-0096,request,retirar,200,,user29,102.228.32.90,web
2025-05-13 08:01:42,INFO,txn-0096,response,retirar,200,294,user29,102.228.32.90,web
2025-05-13 08:01:42,INFO,txn-0097,request,retirar,200,,user69,16.48.180.5,api
2025-05-13 08:01:43,INFO,txn-0097,response,retirar,200,240,user69,16.48.180.5,api
2025-05-13 08:01:43,INFO,txn-0098,request,consignar,200,,user87,50.90.213.54,mobile
2025-05-13 08:01:44,INFO,txn-0098,response,consignar,200,174,user87,50.90.213.54,mobile
2025-05-13 08:01:44,INFO,txn-0099,request,retirar,200,,user93,148.102.2.237,web
2025-05-13 08:01:45,INFO,txn-0099,response,retirar,200,218,user93,148.102.2.237,web
2025-05-13 08:01:45,INFO,txn-0100,request,consignar,200,,user3,166.218.248.168,web
2025-05-13 08:01:46,INFO,txn-0100,response,consignar,200,256,user3,166.218.248.168,web
2025-05-13 08:01:46,INFO,txn-0101,request,retirar,200,,user87,203.106.10.140,api
2025-05-13 08:01:47,INFO,txn-0101,response,retirar,200,246,user87,203.106.10.140,api
2025-05-13 08:01:47,INFO,txn-0102,request,consignar,200,,user53,188.232.0.22,web
2025-05-13 08:01:48,INFO,txn-0102,response,consignar,200,67,user53,188.232.0.22,web
2025-05-13 08:01:48,INFO,txn-0103,request,transferir,200,,user41,145.82.191.161,api
2025-05-13 08:01:49,INFO,txn-0103,response,transferir,200,105,user41,145.82.191.161,api
2025-05-13 08:01:49,INFO,txn-0104,request,consignar,200,,user22,195.140.229.12,mobile
2025-05-13 08:01:50,INFO,txn-0104,response,consignar,200,145,user22,195.140.229.12,mobile
2025-05-13 08:01:50,INFO,txn-0105,request,transferir,200,,user80,125.145.113.244,api
2025-05-13 08:01:51,INFO,txn-0105,response,transferir,200,62,user80,125.145.113.244,api
2025-05-13 08:01:51,INFO,txn-0106,request,retirar,200,,user66,139.222.58.126,mobile
2025-05-13 08:01:52,INFO,txn-0106,response,retirar,200,79,user66,139.222.58.126,mobile
2025-05-13 08:01:53,INFO,txn-0108,request,transferir,200,,user87,180.97.128.105,web
2025-05-13 08:01:54,INFO,txn-0108,response,transferir,200,162,user87,180.97.128.105,web
2025-05-13 08:01:54,INFO,txn-0109,request,transferir,200,,user73,2.189.73.213,api
2025-05-13 08:01:55,INFO,txn-0109,response,transferir,200,89,user73,2.189.73.213,api
2025-05-13 08:01:56,INFO,txn-0111,request,transferir,200,,user84,152.115.65.65,web
2025-05-13 08:01:57,INFO,txn-0111,response,transferir,200,260,user84,152.115.65.65,web
2025-05-13 08:01:57,INFO,txn-0112,request,consignar,200,,user50,214.227.189.171,api
2025-05-13 08:01:58,INFO,txn-0112,response,consignar,200,220,user50,214.227.189.171,api
2025-05-13 08:01:58,INFO,txn-0113,request,consignar,200,,user85,59.17.74.211,api
2025-05-13 08:01:59,INFO,txn-0113,response,consignar,200,97,user85,59.17.74.211,api
2025-05-13 08:01:59,INFO,txn-0114,request,retirar,200,,user18,183.10.112.52,web
2025-05-13 08:02:00,INFO,txn-0114,response,retirar,200,123,user18,183.10.112.52,web
2025-05-13 08:02:00,INFO,txn-0115,request,retirar,200,,user25,78.144.209.129,web
2025-05-13 08:02:01,INFO,txn-0115,response,retirar,200,255,user25,78.144.209.129,web
2025-05-13 08:02:01,INFO,txn-0116,request,consignar,200,,user1,131.246.17.70,api
2025-05-13 08:02:02,INFO,txn-0116,response,consignar,200,171,user1,131.246.17.70,api
2025-05-13 08:02:02,INFO,txn-0117,request,transferir,200,,user61,56.103.138.34,mobile
2025-05-13 08:02:03,INFO,txn-0117,response,transferir,200,178,user61,56.103.138.34,mobile
2025-05-13 08:02:03,INFO,txn-0118,request,retirar,200,,user65,27.172.206.124,api
2025-05-13 08:02:04,INFO,txn-0118,response,retirar,200,50,user65,27.172.206.124,api
2025-05-13 08:02:05,INFO,txn-0120,request,consignar,200,,user79,17.130.165.69,api
2025-05-13 08:02:06,INFO,txn-0120,response,consignar,200,56,user79,17.130.165.69,api
2025-05-13 08:02:06,INFO,txn-0121,request,consignar,200,,user15,157.164.119.212,api
2025-05-13 08:02:07,INFO,txn-0121,response,consignar,200,249,user15,157.164.119.212,api
2025-05-13 08:02:07,INFO,txn-0122,request,retirar,200,,user95,129.113.221.94,mobile
2025-05-13 08:02:08,INFO,txn-0122,response,retirar,200,255,user95,129.113.221.94,mobile
2025-05-13 08:02:08,INFO,txn-0123,request,transferir,200,,user52,176.47.129.149,mobile
2025-05-13 08:02:09,INFO,txn-0123,response,transferir,200,228,user52,176.47.129.149,mobile
2025-05-13 08:02:09,INFO,txn-0124,request,retirar,200,,user55,124.127.180.251,api
2025-05-13 08:02:10,INFO,txn-0124,response,retirar,200,87,user55,124.127.180.251,api
2025-05-13 08:02:10,INFO,txn-0125,request,transferir,200,,user86,41.250.45.187,mobile
2025-05-13 08:02:11,INFO,txn-0125,response,transferir,200,224,user86,41.250.45.187,mobile
2025-05-13 08:02:11,INFO,txn-0126,request,transferir,200,,user2,148.97.120.54,api
2025-05-13 08:02:12,INFO,txn-0126,response,transferir,200,287,user2,148.97.120.54,api
2025-05-13 08:02:12,INFO,txn-0127,request,consignar,200,,user74,194.113.234.190,web
2025-05-13 08:02:13,INFO,txn-0127,response,consignar,200,136,user74,194.113.234.190,web
2025-05-13 08:02:14,INFO,txn-0129,request,retirar,200,,user47,91.252.245.221,api
2025-05-13 08:02:15,INFO,txn-0129,response,retirar,200,180,user47,91.252.245.221,api
2025-05-13 08:02:15,INFO,txn-0130,request,consignar,200,,user96,142.218.99.41,web
2025-05-13 08:02:16,INFO,txn-0130,response,consignar,200,141,user96,142.218.99.41,web
2025-05-13 08:02:16,INFO,txn-0131,request,consignar,200,,user12,90.58.123.27,web
2025-05-13 08:02:17,INFO,txn-0131,response,consignar,200,110,user12,90.58.123.27,web
2025-05-13 08:02:17,ERROR,txn-0132,request,retirar,500,,user83,158.16.130.152,api
2025-05-13 08:02:18,INFO,txn-0133,request,transferir,200,,user68,111.181.120.99,web
2025-05-13 08:02:19,INFO,txn-0133,response,transferir,200,90,user68,111.181.120.99,web
2025-05-13 08:02:19,INFO,txn-0134,request,consignar,200,,user15,12.245.25.138,web
2025-05-13 08:02:20,INFO,txn-0134,response,consignar,200,76,user15,12.245.25.138,web
2025-05-13 08:02:20,INFO,txn-0135,request,consignar,200,,user97,220.216.154.249,web
2025-05-13 08:02:21,INFO,txn-0135,response,consignar,200,120,user97,220.216.154.249,web
2025-05-13 08:02:21,ERROR,txn-0136,request,consignar,500,,user31,163.91.138.103,api
2025-05-13 08:02:22,INFO,txn-0137,request,transferir,200,,user53,162.115.108.248,api
2025-05-13 08:02:23,INFO,txn-0137,response,transferir,200,295,user53,162.115.108.248,api
2025-05-13 08:02:23,INFO,txn-0138,request,consignar,200,,user43,21.70.216.91,api
2025-05-13 08:02:24,INFO,txn-0138,response,consignar,200,167,user43,21.70.216.91,api
2025-05-13 08:02:24,INFO,txn-0139,request,consignar,200,,user12,178.16.188.235,web
2025-05-13 08:02:25,INFO,txn-0139,response,consignar,200,241,user12,178.16.188.235,web
2025-05-13 08:02:25,INFO,txn-0140,request,consignar,200,,user31,30.37.102.152,api
2025-05-13 08:02:26,INFO,txn-0140,response,consignar,200,123,user31,30.37.102.152,api
2025-05-13 08:02:26,INFO,txn-0141,request,consignar,200,,user13,51.255.30.52,web
2025-05-13 08:02:27,INFO,txn-0141,response,consignar,200,158,user13,51.255.30.52,web
2025-05-13 08:02:27,INFO,txn-0142,request,consignar,200,,user23,170.65.0.59,web
2025-05-13 08:02:28,INFO,txn-0142,response,consignar,200,256,user23,170.65.0.59,web
2025-05-13 08:02:28,INFO,txn-0143,request,consignar,200,,user96,73.25.254.102,api
2025-05-13 08:02:29,INFO,txn-0143,response,consignar,200,143,user96,73.25.254.102,api
2025-05-13 08:02:29,ERROR,txn-0144,request,consignar,500,,user34,218.16.15.162,api
2025-05-13 08:02:30,INFO,txn-0145,request,consignar,200,,user94,163.236.89.227,mobile
2025-05-13 08:02:31,INFO,txn-0145,response,consignar,200,116,user94,163.236.89.227,mobile
2025-05-13 08:02:31,INFO,txn-0146,request,transferir,200,,user11,143.253.33.72,api
2025-05-13 08:02:32,INFO,txn-0146,response,transferir,200,106,user11,143.253.33.72,api
2025-05-13 08:02:34,INFO,txn-0149,request,transferir,200,,user21,197.153.72.178,api
2025-05-13 08:02:35,INFO,txn-0149,response,transferir,200,211,user21,197.153.72.178,api
2025-05-13 08:02:35,INFO,txn-0150,request,consignar,200,,user42,163.116.115.204,web
2025-05-13 08:02:36,INFO,txn-0150,response,consignar,200,188,user42,163.116.115.204,web
2025-05-13 08:02:36,INFO,txn-0151,request,retirar,200,,user89,136.24.234.166,web
2025-05-13 08:02:37,INFO,txn-0151,response,retirar,200,253,user89,136.24.234.166,web
2025-05-13 08:02:37,INFO,txn-0152,request,consignar,200,,user80,30.33.114.168,mobile
2025-05-13 08:02:38,INFO,txn-0152,response,consignar,200,107,user80,30.33.114.168,mobile
2025-05-13 08:02:38,INFO,txn-0153,request,consignar,200,,user84,98.31.153.164,api
2025-05-13 08:02:39,INFO,txn-0153,response,consignar,200,84,user84,98.31.153.164,api
2025-05-13 08:02:39,INFO,txn-0154,request,consignar,200,,user44,44.60.175.193,mobile
2025-05-13 08:02:40,INFO,txn-0154,response,consignar,200,140,user44,44.60.175.193,mobile
2025-05-13 08:02:40,INFO,txn-0155,request,transferir,200,,user7,142.64.73.31,mobile
2025-05-13 08:02:41,INFO,txn-0155,response,transferir,200,137,user7,142.64.73.31,mobile
2025-05-13 08:02:41,INFO,txn-0156,request,retirar,200,,user26,221.52.220.13,web
2025-05-13 08:02:42,INFO,txn-0156,response,retirar,200,251,user26,221.52.220.13,web
2025-05-13 08:02:42,INFO,txn-0157,request,consignar,200,,user65,89.57.183.180,mobile
2025-05-13 08:02:43,INFO,txn-0157,response,consignar,200,265,user65,89.57.183.180,mobile
2025-05-13 08:02:43,INFO,txn-0158,request,transferir,200,,user14,68.83.63.249,web
2025-05-13 08:02:44,INFO,txn-0158,response,transferir,200,60,user14,68.83.63.249,web
2025-05-13 08:02:44,INFO,txn-0159,request,retirar,200,,user15,7.147.110.116,api
2025-05-13 08:02:45,INFO,txn-0159,response,retirar,200,176,user15,7.147.110.116,api
2025-05-13 08:02:45,INFO,txn-0160,request,consignar,200,,user55,10.56.128.10,web
2025-05-13 08:02:46,INFO,txn-0160,response,consignar,200,116,user55,10.56.128.10,web
2025-05-13 08:02:46,INFO,txn-0161,request,transferir,200,,user26,181.247.236.90,mobile
2025-05-13 08:02:47,INFO,txn-0161,response,transferir,200,121,user26,181.247.236.90,mobile
2025-05-13 08:02:47,INFO,txn-0162,request,consignar,200,,user84,23.154.245.214,api
2025-05-13 08:02:48,INFO,txn-0162,response,consignar,200,163,user84,23.154.245.214,api
2025-05-13 08:02:48,INFO,txn-0163,request,retirar,200,,user54,213.203.71.158,mobile
2025-05-13 08:02:49,INFO,txn-0163,response,retirar,200,209,user54,213.203.71.158,mobile
2025-05-13 08:02:49,INFO,txn-0164,request,transferir,200,,user92,46.161.253.35,api
2025-05-13 08:02:50,INFO,txn-0164,response,transferir,200,299,user92,46.161.253.35,api
